ad_id,campaign,audience,spend,impressions,clicks,conversions,revenue,CTR,CPC,CPA,ROAS,score
35,B,Millennials,288,47427,2736,228,4104,0.0576886583591625,0.10526315789473684,1.25764192139738,14.25,11.705659750774874
36,A,Interest,339,37487,2369,115,1725,0.06319524101688585,0.14309835373575347,2.9224137931034484,5.088495575221239,5.457804133161442
37,D,Gen Z,145,20129,1040,154,2772,0.051666749465944656,0.13942307692307693,0.9354838709677419,19.117241379310343,14.932071449495579
38,A,Broad,175,41251,1774,253,12144,0.04300501806016824,0.09864712514092447,0.6889763779527559,69.39428571428572,49.86615054180505
39,A,Interest,167,32921,1278,32,1280,0.03882020594757146,0.13067292644757433,5.0606060606060606,7.664670658682635,6.529875639504988
40,C,Interest,97,34307,1180,131,5371,0.03439531290990177,0.08220338983050847,0.7348484848484849,55.371134020618555,39.79165320173004
41,C,Broad,138,28355,2128,298,6258,0.07504849232939517,0.06484962406015038,0.46153846153846156,45.34782608695652,33.99493303075142
42,C,Interest,286,38732,2639,114,1938,0.06813487555509656,0.10837438423645321,2.4869565217391303,6.776223776223776,6.78740291000954
43,B,Broad,422,5835,452,42,714,0.07746358183376179,0.9336283185840708,9.813953488372093,1.6919431279620853,3.5082676445863132
44,D,Millennials,434,21159,395,54,1998,0.018668179025473793,1.09873417721519,7.890909090909091,4.6036866359447,3.7826260159255036
45,D,Broad,321,39810,2434,59,1711,0.06114041698065813,0.13188167625308134,5.35,5.330218068535825,5.565365157394821
46,D,Broad,238,48605,3678,407,6512,0.07567122723999589,0.06470908102229472,0.5833333333333334,27.361344537815125,21.423077993670464
47,D,Broad,241,41080,931,54,1080,0.022663096397273614,0.2588614393125671,4.381818181818182,4.481327800829876,3.816822352499121
48,C,Interest,496,39088,572,80,2320,0.014633647155137127,0.8671328671328671,6.1234567901234565,4.67741935483871,3.7132029630412107
49,B,Interest,118,14216,879,128,3200,0.06183173888576252,0.1342434584755404,0.9147286821705426,27.11864406779661,20.8380030140305
50,B,Broad,327,36547,1835,261,3393,0.05020931950638903,0.1782016348773842,1.248091603053435,10.376146788990825,8.769582337485248
51,C,Interest,398,32471,2238,182,2730,0.06892303901943272,0.1778373547810545,2.1748633879781423,6.85929648241206,6.869198708271424
52,B,Gen Z,296,18308,362,47,1457,0.019772776928118855,0.8176795580110497,6.166666666666667,4.922297297297297,4.038791415951674
53,C,Gen Z,125,28532,1873,243,8505,0.06564559091546333,0.06673785371062467,0.5122950819672131,68.04,49.5973677274639
54,D,Interest,203,35349,852,52,624,0.024102520580497326,0.23826291079812206,3.830188679245283,3.0738916256157633,2.874799755345954
55,C,Interest,193,46445,996,127,2921,0.021444719560770806,0.19377510040160642,1.5078125,15.134715025906736,11.237642104957839
56,D,Broad,484,6713,144,3,60,0.02145091613287651,3.361111111111111,121.0,0.12396694214876033,0.7303043434904275
57,D,Millennials,135,5804,388,37,999,0.06685044796691937,0.3479381443298969,3.5526315789473686,7.4,7.185513439007581
58,A,Interest,234,11136,629,31,651,0.056483477011494254,0.37201907790143085,7.3125,2.782051282051282,3.641940207780725
59,C,Gen Z,334,1009,47,1,32,0.04658077304261645,7.1063829787234045,167.0,0.09580838323353294,1.4644890595419664
60,A,Broad,269,20255,711,21,441,0.035102443841026905,0.37834036568213786,12.227272727272727,1.6394052044609666,2.2006569583534836
61,C,Interest,118,24793,1770,195,4290,0.07139111846085588,0.06666666666666667,0.6020408163265306,36.355932203389834,27.59088609619856
62,C,Gen Z,96,30548,1144,73,2482,0.037449260180699225,0.08391608391608392,1.2972972972972974,25.854166666666668,19.221394472087642
63,A,Gen Z,143,38892,2612,298,8344,0.06716034145839761,0.054747320061255746,0.4782608695652174,58.34965034965035,42.85956548850717
64,A,Millennials,287,2015,82,2,90,0.040694789081885854,3.5,95.66666666666667,0.313588850174216,1.4403558675785268
65,C,Broad,495,28712,1044,63,1071,0.03636110337141265,0.47413793103448276,7.734375,2.1636363636363636,2.605378555687834
66,B,Broad,253,35961,1524,137,5206,0.0423792441811963,0.16601049868766404,1.8333333333333333,20.57707509881423,15.675329894605849
67,D,Millennials,449,9415,292,35,1435,0.03101433882103027,1.5376712328767124,12.472222222222221,3.1959910913140313,3.1676239285507295
68,A,Millennials,267,47318,2949,181,4887,0.0623230060442115,0.09053916581892167,1.467032967032967,18.303370786516854,14.682049731888142
69,D,Broad,481,48280,2181,221,3315,0.045173985086992545,0.22054103622191656,2.1666666666666665,6.891891891891892,6.179543876934101
70,B,Broad,390,24833,651,88,2376,0.02621511698143599,0.5990783410138248,4.382022471910112,6.092307692307692,5.051068894058464
71,B,Interest,88,5158,376,37,1036,0.07289647150058162,0.23404255319148937,2.3157894736842106,11.772727272727273,10.42780323592654
72,B,Interest,149,21309,785,39,1209,0.0368388943638838,0.18980891719745224,3.725,8.114093959731544,6.785032602728594
73,A,Millennials,338,7970,382,8,368,0.0479297365119197,0.8848167539267016,37.55555555555556,1.0887573964497042,2.200022272872384
74,B,Interest,303,7938,583,77,3157,0.07344419249181154,0.5197255574614065,3.8846153846153846,10.41914191419142,9.496725114688338
75,A,Gen Z,271,22168,1190,27,324,0.05368098159509203,0.22773109243697479,9.678571428571429,1.1955719557195572,2.447329816856451
76,B,Interest,406,47540,864,115,4255,0.01817416912074043,0.4699074074074074,3.5,10.480295566502463,7.881431970173936
77,D,Interest,72,21384,1620,143,2717,0.07575757575757576,0.044444444444444446,0.5,37.736111111111114,28.68800505050505
78,D,Gen Z,299,19017,1025,145,6380,0.05389914287216701,0.2917073170731707,2.047945205479452,21.337792642140467,16.553429135663336
79,C,Millennials,59,11344,379,46,1748,0.033409732016925243,0.15567282321899736,1.2553191489361701,29.627118644067796,21.741275011355214
80,D,Gen Z,295,41034,810,121,2904,0.0197397280304138,0.36419753086419754,2.418032786885246,9.844067796610169,7.4830392985395315
81,C,Interest,374,9702,636,41,1722,0.0655534941249227,0.5880503144654088,8.904761904761905,4.60427807486631,5.189599476154099
82,D,Millennials,149,1384,73,8,128,0.052745664739884394,2.041095890410959,16.555555555555557,0.8590604026845637,2.1837122240757263
83,A,Interest,339,1404,66,4,84,0.04700854700854701,5.136363636363637,67.8,0.24778761061946902,1.5837077376900386
84,D,Gen Z,229,41943,3043,250,9750,0.0725508428104809,0.07525468287873809,0.9123505976095617,42.5764192139738,31.980018734096085
85,C,Gen Z,272,48926,3190,324,9720,0.06520050688795323,0.08526645768025079,0.8369230769230769,35.73529411764706,26.970721088991535
86,C,Interest,443,30189,622,83,3320,0.020603531087482196,0.7122186495176849,5.273809523809524,7.494356659142213,5.864155594024014
87,B,Broad,299,13763,437,64,2112,0.03175179829978929,0.6842105263157895,4.6,7.063545150501672,5.897035554344848
88,A,Broad,196,19384,531,63,1827,0.027393726784977302,0.3691148775894539,3.0625,9.321428571428571,7.346811803549318
89,D,Gen Z,491,33606,2086,155,7130,0.0620722490031542,0.23537871524448706,3.1474358974358974,14.521384928716904,12.027136920196458
90,B,Gen Z,145,10860,134,10,130,0.012338858195211787,1.0820895522388059,13.181818181818182,0.896551724137931,0.9977519527529053
91,D,Broad,306,39757,1983,229,8473,0.04987800890409236,0.15431164901664146,1.3304347826086957,27.68954248366013,20.87902000568486
92,D,Broad,374,16106,1020,52,1508,0.06333043586241152,0.36666666666666664,7.056603773584905,4.032085561497326,4.722372968920474
93,B,Interest,53,24574,1753,60,1980,0.07133555790673068,0.030233884768967486,0.8688524590163934,37.35849056603774,28.291010133428333
94,B,Interest,65,24524,832,54,2214,0.03392595008970804,0.078125,1.1818181818181819,34.06153846153846,24.86085542576816
95,B,Broad,329,4636,312,17,765,0.06729939603106126,1.0544871794871795,18.27777777777778,2.325227963525836,3.646641455399923
96,B,Interest,385,11916,211,12,516,0.017707284323598523,1.8246445497630333,29.615384615384617,1.3402597402597403,1.4694003478897737
97,B,Interest,296,5809,402,20,900,0.06920296092270614,0.736318407960199,14.095238095238095,3.0405405405405403,4.204467206059562
98,D,Millennials,307,33201,628,15,165,0.018915092918887984,0.4888535031847134,19.1875,0.5374592833876222,0.943674285937975
99,B,Interest,433,14456,546,12,288,0.03776978417266187,0.793040293040293,33.30769230769231,0.6651270207852193,1.5986824397295096
100,A,Gen Z,209,49212,3238,480,20640,0.06579696009103471,0.06454601605929586,0.43451143451143454,98.75598086124401,71.10309540560185
101,C,Interest,389,39765,814,61,2745,0.020470262793914246,0.47788697788697787,6.274193548387097,7.056555269922879,5.553696572763442
102,B,Interest,201,35816,932,65,975,0.026021889658253295,0.21566523605150215,3.0454545454545454,4.850746268656716,4.1761790778073005
103,B,Broad,445,46106,2792,302,14496,0.0605561098338611,0.15938395415472778,1.4686468646864685,32.57528089887641,24.619379924229314
104,D,Gen Z,227,18100,1093,52,1092,0.06038674033149171,0.20768526989935956,4.283018867924528,4.81057268722467,5.17900309100202
105,B,Interest,212,22949,1259,180,2160,0.05486077824741819,0.16838760921366164,1.171270718232044,10.18867924528302,8.777898819120658
106,B,Interest,429,5544,324,39,1053,0.05844155844155844,1.3240740740740742,10.725,2.4545454545454546,3.471428571428571
107,B,Millennials,82,38744,1859,58,2842,0.0479816229609746,0.04410973641742873,1.3898305084745763,34.65853658536585,25.700424298585332
108,D,Interest,466,46543,1285,95,2850,0.02760887781191586,0.36264591439688715,4.854166666666667,6.115879828326181,5.1093822141858025
109,B,Interest,494,43783,1497,201,4824,0.034191352808167555,0.3299933199732799,2.4455445544554455,9.765182186234817,7.861368114609398
110,C,Millennials,228,27657,628,89,3738,0.022706728857070542,0.3630573248407643,2.533333333333333,16.394736842105264,12.157517655185801
111,D,Broad,476,37187,2736,220,9680,0.07357409847527362,0.1739766081871345,2.1538461538461537,20.33613445378151,16.442517071905264
112,C,Interest,150,48198,2450,244,8540,0.05083198472965683,0.061224489795918366,0.6122448979591837,56.93333333333333,41.37829287522304
113,D,Millennials,317,8239,313,13,221,0.03799004733584173,1.012779552715655,22.642857142857142,0.6971608832807571,1.6277140383717816
114,B,Gen Z,372,15489,655,97,4365,0.04228807540835432,0.5679389312977099,3.795918367346939,11.733870967741936,9.482351939669984
115,C,Broad,114,44125,3367,168,6552,0.07630594900849859,0.033858033858033855,0.6745562130177515,57.473684210526315,42.52075741762338
116,D,Gen Z,466,29538,612,87,2784,0.020719073735527116,0.761437908496732,5.295454545454546,5.9742489270386265,4.803546460992852
117,A,Gen Z,217,33049,1686,176,4048,0.05101515930890496,0.12870699881376038,1.2259887005649717,18.65437788018433,14.58851929539618
118,B,Millennials,379,38131,1731,171,3933,0.04539613437885185,0.21894858463316003,2.203488372093023,10.37730870712401,8.626000126352363
119,D,Interest,92,43944,2320,201,2211,0.0527944656835973,0.039655172413793106,0.45544554455445546,24.032608695652176,18.40666005746444
120,A,Millennials,93,9427,106,5,230,0.011244298292139599,0.8773584905660378,15.5,2.4731182795698925,2.0685117444631125
121,D,Millennials,334,42348,3008,129,1806,0.0710305091149523,0.1110372340425532,2.5692307692307694,5.407185628742515,5.91594521356833
122,A,Millennials,446,25285,1902,92,4324,0.07522246391140992,0.23449001051524712,4.795698924731183,9.695067264573991,9.043221002544092
123,B,Millennials,61,38626,1914,84,1932,0.04955211515559468,0.03187042842215256,0.7176470588235294,31.672131147540984,23.657055257946528
124,C,Broad,144,43808,2574,312,14976,0.058756391526661796,0.055944055944055944,0.46006389776357826,104.0,74.56269174579985
125,A,Interest,351,23928,1784,116,3944,0.07455700434637245,0.19674887892376683,3.0,11.236467236467236,10.102237195918239
126,D,Gen Z,435,20198,1201,33,957,0.059461332805228244,0.36219816819317235,12.794117647058824,2.2,3.323839984156847
127,B,Gen Z,302,20758,429,62,682,0.020666730898930532,0.703962703962704,4.7936507936507935,2.2582781456953644,2.200796628954671
128,A,Interest,291,16254,818,110,5280,0.05032607358188754,0.35574572127139364,2.6216216216216215,18.144329896907216,14.210813135291676
129,D,Gen Z,84,45238,2373,333,4995,0.052455899907157696,0.035398230088495575,0.25149700598802394,59.464285714285715,43.19867699721473
130,D,Interest,264,2252,89,13,338,0.03952042628774423,2.966292134831461,18.857142857142858,1.2803030303030303,2.081824909844448
131,D,Gen Z,386,40764,2509,106,3604,0.061549406338926506,0.15384615384615385,3.607476635514019,9.336787564766839,8.382233485504582
132,A,Millennials,139,13173,993,71,2627,0.0753814620815304,0.13997985901309165,1.9305555555555556,18.899280575539567,15.490940265323609
133,A,Gen Z,313,38441,2874,340,3740,0.07476392393538149,0.10890744606819763,0.9178885630498533,11.94888178913738,10.60713497045761
134,A,Interest,142,27698,1151,127,5588,0.04155534695645895,0.12337098175499565,1.109375,39.352112676056336,28.7931392819332
135,C,Interest,459,16781,300,12,552,0.017877361301471904,1.53,35.30769230769231,1.2026143790849673,1.378150904403634
136,A,Interest,139,14051,1109,139,1946,0.07892676677816525,0.12533814247069433,0.9928571428571429,14.0,12.167803003344957
137,A,Interest,467,40649,2793,137,1370,0.06871017737213708,0.16720372359470104,3.3840579710144927,2.9336188436830835,4.1148385117422706
138,A,Interest,164,7949,148,7,343,0.018618694175367972,1.1081081081081081,20.5,2.091463414634146,2.0225852155049413
139,C,Broad,154,43289,3223,289,6069,0.0744530943195731,0.04778156996587031,0.5310344827586206,39.40909090909091,29.819956465950824
140,A,Broad,440,9017,639,62,2790,0.07086614173228346,0.6885758998435054,6.984126984126984,6.340909090909091,6.564620615604867
141,D,Gen Z,245,7941,367,35,1120,0.046215841833522224,0.667574931880109,6.805555555555555,4.571428571428571,4.586475255005666
142,A,Interest,363,26934,1384,44,1760,0.05138486671122002,0.2622832369942196,8.066666666666666,4.848484848484849,4.935485395275995
143,D,Gen Z,163,24386,924,123,2460,0.037890592963175596,0.1764069264069264,1.314516129032258,15.0920245398773,11.701134966809377
144,D,Interest,124,11209,155,8,152,0.013828173788919618,0.8,13.777777777777779,1.2258064516129032,1.2729097297966208
145,D,Interest,462,18715,626,23,276,0.03344910499599252,0.7380191693290735,19.25,0.5974025974025974,1.4216549680615937
146,C,Broad,425,29920,1980,268,6164,0.0661764705882353,0.21464646464646464,1.579925650557621,14.503529411764706,12.137764705882354
147,C,Broad,469,32703,337,48,1200,0.010304864997095068,1.3916913946587537,9.571428571428571,2.55863539445629,2.1001907260322548
148,C,Millennials,266,43318,1444,190,3610,0.03333487233944319,0.18421052631578946,1.3926701570680629,13.571428571428571,10.500046170183296
149,A,Broad,326,5637,213,26,988,0.03778605641298563,1.5305164319248827,12.074074074074074,3.0306748466257667,3.2550540850276053
150,D,Millennials,298,5854,278,29,551,0.04748889648103861,1.0719424460431655,9.933333333333334,1.848993288590604,2.718962196444581
151,C,Millennials,213,44088,3279,300,6300,0.07437397931409907,0.06495882891125343,0.707641196013289,29.577464788732396,22.935444731535647
152,C,Millennials,443,38660,1323,41,1599,0.03422141748577341,0.3348450491307634,10.547619047619047,3.6094808126410833,3.5532790934219607
153,A,Millennials,406,40811,1399,102,1020,0.03427997353654652,0.2902072909220872,3.941747572815534,2.5123152709359604,2.787019895751568
154,C,Millennials,457,20856,1285,87,1218,0.061612965093977755,0.3556420233463035,5.193181818181818,2.665207877461707,3.714034467042527
155,A,Gen Z,241,22833,951,51,1479,0.041650243069241887,0.25341745531019977,4.634615384615385,6.136929460580913,5.545357914483896
156,B,Broad,276,20963,539,61,1037,0.02571196870676907,0.5120593692022264,4.451612903225806,3.7572463768115942,3.401431524971188
157,C,Millennials,226,37932,1580,133,2793,0.041653485184013496,0.14303797468354432,1.6865671641791045,12.358407079646017,9.900489511272616
158,B,Interest,148,28169,559,17,170,0.01984450992225496,0.26475849731663686,8.222222222222221,1.1486486486486487,1.3993893517217029
159,A,Broad,85,8941,199,9,261,0.022257018230622972,0.4271356783919598,8.5,3.070588235294118,2.8171223116245714
160,D,Broad,145,15388,690,75,2775,0.04484013517026254,0.21014492753623187,1.9078947368421053,19.137931034482758,14.741755779245807
161,C,Millennials,201,6569,258,7,322,0.03927538438118435,0.7790697674418605,25.125,1.6019900497512438,2.2996545662614007
162,A,Gen Z,200,5300,392,51,2346,0.0739622641509434,0.5102040816326531,3.8461538461538463,11.73,10.429867924528303
163,D,Millennials,239,40037,1416,119,2499,0.03536728526113345,0.1687853107344633,1.9916666666666667,10.456066945606695,8.38026541975869
164,D,Gen Z,273,37586,1903,156,7176,0.05063055392965466,0.14345769837099318,1.7388535031847134,26.285714285714285,19.91891661788964
165,B,Interest,86,13015,706,68,2516,0.05424510180560891,0.12181303116147309,1.2463768115942029,29.25581395348837,22.106422821610124
166,A,Broad,317,46002,502,63,1512,0.010912569018738315,0.6314741035856574,4.953125,4.769716088328075,3.6661783323918025
167,D,Interest,418,7254,409,26,390,0.05638268541494348,1.02200488997555,15.481481481481481,0.9330143540669856,2.344590610295194
168,C,Gen Z,232,18144,407,44,1276,0.022431657848324515,0.5700245700245701,5.155555555555556,5.5,4.522949735449735
169,C,Gen Z,62,25214,1948,182,4186,0.07725866582057588,0.03182751540041068,0.33879781420765026,67.51612903225806,49.57905029719792
170,B,Interest,328,41118,839,45,495,0.020404688944014787,0.3909415971394517,7.130434782608695,1.5091463414634145,1.6685431073448336
171,D,Gen Z,266,16183,631,84,1512,0.03899153432614472,0.4215530903328051,3.1294117647058823,5.684210526315789,5.148693398205394
172,A,Interest,404,7238,115,14,644,0.01588836695219674,3.5130434782608697,26.933333333333334,1.5940594059405941,1.5924925927243179
173,C,Broad,410,7090,565,59,1711,0.07968970380818054,0.7256637168141593,6.833333333333333,4.173170731707317,5.311910626440538
174,D,Interest,335,12637,570,74,2590,0.04510564216190552,0.5877192982456141,4.466666666666667,7.731343283582089,6.765109563364628
175,D,Broad,322,23415,1210,160,6080,0.05167627589152253,0.26611570247933886,2.0,18.88198757763975,14.767679581093502
176,B,Interest,418,25071,368,41,410,0.014678313589406087,1.1358695652173914,9.952380952380953,0.9808612440191388,1.1269522784955797
177,C,Gen Z,111,46415,2900,373,16412,0.062479801788215016,0.038275862068965515,0.2967914438502674,147.85585585585585,105.37349315274554
178,C,Interest,133,43679,1078,119,1785,0.02468005219899723,0.12337662337662338,1.1083333333333334,13.421052631578947,10.135138408075179
179,A,Gen Z,417,42240,3077,333,15318,0.07284564393939394,0.135521611959701,1.248502994011976,36.73381294964029,27.899038382930016
180,C,Interest,266,19271,469,47,658,0.024337086814384307,0.5671641791044776,5.541666666666667,2.473684210526316,2.4616915517999503
181,A,Interest,391,37034,864,101,4242,0.023329913052870334,0.4525462962962963,3.8333333333333335,10.84910485933504,8.294270793120637
182,C,Millennials,446,34434,432,17,391,0.012545739675901725,1.0324074074074074,24.77777777777778,0.8766816143497758,0.9900493203218947
183,B,Gen Z,236,5188,223,29,609,0.042983808789514265,1.0582959641255605,7.866666666666666,2.580508474576271,3.0958701958888177
184,C,Millennials,68,11161,552,73,2117,0.04945793387689275,0.12318840579710146,0.918918918918919,31.13235294117647,23.276385075130314
185,A,Gen Z,226,29732,434,10,330,0.014597067133055294,0.5207373271889401,20.545454545454547,1.4601769911504425,1.4600359077969685
186,A,Millennials,149,12314,791,100,4300,0.064235829137567,0.18836915297092288,1.4752475247524752,28.859060402684563,22.1284171560062
187,B,Broad,445,24954,1041,38,1292,0.041716758836258715,0.4274735830931796,11.41025641025641,2.903370786516854,3.2838623156495594
188,C,Interest,494,22508,1051,66,2508,0.04669450861915763,0.47002854424357754,7.373134328358209,5.076923076923077,4.954681412420882
189,C,Gen Z,282,22969,938,109,5232,0.04083765074665854,0.3006396588486141,2.5636363636363635,18.5531914893617,14.212363564952947
190,B,Gen Z,452,46659,1775,72,2880,0.03804196403694893,0.25464788732394367,6.191780821917808,6.371681415929204,5.601435912258911
191,C,Interest,125,38545,1895,239,7648,0.049163315605136856,0.06596306068601583,0.5208333333333334,61.184,44.3036994681541
192,C,Gen Z,314,37668,786,100,4700,0.020866517999362854,0.3994910941475827,3.108910891089109,14.968152866242038,11.103702546350313
193,A,Gen Z,333,24061,547,47,1363,0.02273388470969619,0.6087751371115173,6.9375,4.093093093093093,3.5471817064560507
194,C,Millennials,255,14716,1034,21,672,0.07026365860288122,0.24661508704061896,11.590909090909092,2.635294117647059,3.9526156404393777
195,C,Gen Z,272,40749,3106,178,4450,0.07622272939213232,0.0875724404378622,1.5195530726256983,16.360294117647058,13.73888776411691
196,B,Broad,433,40144,1450,145,2465,0.036119968114786766,0.2986206896551724,2.9657534246575343,5.69284064665127,5.068587496099491
197,B,Broad,101,17907,518,76,2280,0.028927235159434857,0.19498069498069498,1.3116883116883118,22.574257425742573,16.669797252802844
198,D,Interest,388,19777,1089,111,1110,0.055063963189563636,0.3562901744719926,3.4642857142857144,2.8608247422680413,3.6544962152745377
199,A,Gen Z,416,28693,1107,59,1003,0.03858083853204614,0.3757904245709124,6.933333333333334,2.4110576923076925,2.845165540576769
200,C,Interest,193,43928,517,52,1976,0.011769258787106173,0.3733075435203095,3.641509433962264,10.238341968911918,7.519917141851527
201,C,Broad,422,27329,572,51,2091,0.020930147462402578,0.7377622377622378,8.115384615384615,4.954976303317536,4.096387836194352
202,D,Gen Z,118,47892,2879,349,16403,0.06011442412093878,0.04098645362973254,0.33714285714285713,139.0084745762712,99.10936492701799
203,C,Gen Z,148,17282,969,32,448,0.056069899317208655,0.15273477812177502,4.484848484848484,3.027027027027027,3.8010158984351783
204,A,Interest,445,24624,292,34,1054,0.011858349577647823,1.523972602739726,12.714285714285714,2.3685393258426966,2.0137280154193222
205,D,Broad,74,24321,621,56,2408,0.025533489576908843,0.11916264090177134,1.2982456140350878,32.54054054054054,23.544383065685643
206,A,Gen Z,485,11488,300,43,430,0.026114206128133706,1.6166666666666667,11.022727272727273,0.8865979381443299,1.404044740545042
207,D,Interest,428,23574,1344,86,3010,0.05701196233138203,0.31845238095238093,4.919540229885057,7.0327102803738315,6.633256066203142
208,D,Broad,102,6240,71,7,133,0.011378205128205128,1.4366197183098592,12.75,1.303921568627451,1.2540912518853695
209,B,Interest,200,44221,764,107,4173,0.01727685941068723,0.2617801047120419,1.8518518518518519,20.865,15.123805782320614
210,A,Millennials,193,11478,757,25,675,0.06595225649067782,0.25495376486129456,7.423076923076923,3.4974093264248705,4.426754223217744
211,C,Gen Z,106,46162,1038,147,3822,0.02248602746848057,0.10211946050096339,0.7162162162162162,36.056603773584904,25.914203465563848
212,C,Millennials,88,20262,1128,123,4305,0.05567071365116968,0.07801418439716312,0.7096774193548387,48.92045454545455,35.91443959135327
213,A,Broad,158,5432,144,4,68,0.026509572901325478,1.0972222222222223,31.6,0.43037974683544306,1.0965530098245744
214,C,Millennials,230,30721,521,30,1470,0.01695908336317177,0.44145873320537427,7.419354838709677,6.391304347826087,4.982685544373414
215,C,Millennials,91,14568,393,44,924,0.02697693574958814,0.23155216284987276,2.022222222222222,10.153846153846153,7.9170003801799504
216,A,Broad,235,15178,919,26,936,0.06054816181315061,0.25571273122959737,8.703703703703704,3.9829787234042553,4.604529960777497
217,D,Interest,472,23195,1621,155,2635,0.06988575123949127,0.2911782850092535,3.0256410256410255,5.5826271186440675,6.004411520235585
218,A,Millennials,447,1302,88,5,170,0.06758832565284179,5.079545454545454,74.5,0.38031319910514544,2.2938690089588554
219,D,Interest,272,18022,681,68,884,0.03778714904006215,0.39941262848751835,3.9420289855072466,3.25,3.4086144712018642
220,C,Millennials,171,1055,59,1,42,0.055924170616113746,2.8983050847457625,85.5,0.24561403508771928,1.8496549430448157
221,C,Interest,182,46781,1139,151,1510,0.024347491502960603,0.15978928884986832,1.1973684210526316,8.296703296703297,6.538117052781126
